query,unix_timestamp,date,ip
https://www.yourls.shop/yourls-api.php?format=json&acti[...],1779859915,"May 27, 2026 05:31",20.94.244.206
https://www.yourls.shop/yourls-api.php?format=json&acti[...],1779859922,"May 27, 2026 05:32",52.159.109.137
https://www.yourls.shop/yourls-api.php?format=json&acti[...],1779859942,"May 27, 2026 05:32",40.116.104.59
https://www.yourls.shop/yourls-api.php?format=json&acti[...],1779859949,"May 27, 2026 05:32",20.225.59.46
https://www.yourls.shop/yourls-api.php?format=json&acti[...],1779859959,"May 27, 2026 05:32",57.154.34.18
https://yourls.pro/yourls-api.php?action=shorturl&url=h[...],1779860233,"May 27, 2026 05:37",20.228.110.180
https://yourls.pro/yourls-api.php?action=shorturl&url=h[...],1779860234,"May 27, 2026 05:37",4.255.223.212
https://example.org/unique781,1779860392,"May 27, 2026 05:39",20.245.0.128
https://www.proxymule.com/__PROXY__/https/vizhub.health[...],1779861287,"May 27, 2026 05:54",130.131.193.138
https://www.proxymule.com/__PROXY__/https/vizhub.health[...],1779861291,"May 27, 2026 05:54",52.159.99.215
https://www.proxymule.com/__PROXY__/https/vizhub.health[...],1779861306,"May 27, 2026 05:55",20.94.251.232
https://example.org/tt0.04590663912015969,1779861979,"May 27, 2026 06:06",20.114.153.223
https://example.org/tt0.31647362156483594,1779861985,"May 27, 2026 06:06",20.12.211.83
https://example.org/?uniq=tmpedit1779862149,1779862153,"May 27, 2026 06:09",20.171.67.248
https://example.org/fix0.7624202802601029,1779863111,"May 27, 2026 06:25",20.225.48.254
https://example.org/mine73171168,1779876835,"May 27, 2026 10:13",172.202.23.98
https://md.succ.ai/https://vizhub.healthdata.org/lbd/ap[...],1779876836,"May 27, 2026 10:13",20.230.145.88
https://yourls.pro/admin/index.php?foo=854516074,1779876836,"May 27, 2026 10:13",57.151.144.186
https://example.net/0.14752117031272483,1779876837,"May 27, 2026 10:13",20.29.113.222
https://example.org/mine56603106,1779876837,"May 27, 2026 10:13",20.245.186.228
https://example.net/0.268742476715636,1779876838,"May 27, 2026 10:13",52.176.18.237
https://example.net/0.7866001751006171,1779876840,"May 27, 2026 10:14",4.154.177.36
https://example.org/mine5015042,1779876840,"May 27, 2026 10:14",4.227.88.49
https://yourls.pro/admin/index.php?foo=510936154,1779876840,"May 27, 2026 10:14",20.165.128.69
https://example.net/0.33591753606111974,1779876842,"May 27, 2026 10:14",20.98.50.184
https://yourls.shop/yourls-api.php?action=shorturl&form[...],1779876842,"May 27, 2026 10:14",20.114.113.154
https://example.org/mine98898647,1779876843,"May 27, 2026 10:14",20.112.79.175
https://example.net/0.0949025957507953,1779876844,"May 27, 2026 10:14",20.165.196.84
https://example.net/0.6722752651499512,1779876852,"May 27, 2026 10:14",23.101.150.67
https://example.org/mine39702811,1779876852,"May 27, 2026 10:14",104.45.218.198
https://example.net/0.6779150870063151,1779876854,"May 27, 2026 10:14",168.62.222.102
https://yourls.pro/admin/index.php?foo=162450808,1779876854,"May 27, 2026 10:14",20.168.76.147
https://example.org/mine78345609,1779876855,"May 27, 2026 10:14",57.154.47.179
https://example.net/0.8954567695349193,1779876857,"May 27, 2026 10:14",64.236.202.79
https://example.org/mine69410193,1779876857,"May 27, 2026 10:14",20.225.160.12
https://yourls.pro/admin/index.php?foo=837807089,1779876858,"May 27, 2026 10:14",172.184.149.66
https://example.net/0.6173598571029197,1779876859,"May 27, 2026 10:14",172.184.125.41
https://example.org/mine6719778,1779876860,"May 27, 2026 10:14",157.55.176.251
https://example.net/0.3385674645353657,1779876861,"May 27, 2026 10:14",20.97.243.25
https://example.net/0.03109208201831426,1779876863,"May 27, 2026 10:14",20.83.125.121
https://example.org/mine58276253,1779876863,"May 27, 2026 10:14",23.100.73.236
https://yourls.pro/admin/index.php?foo=732043225,1779876864,"May 27, 2026 10:14",4.246.66.12
https://example.org/mine86400598,1779876865,"May 27, 2026 10:14",135.234.27.252
https://yourls.pro/admin/admin-ajax.php?action=add&url=[...],1779880415,"May 27, 2026 11:13",52.159.110.103
https://yourls.pro/admin/admin-ajax.php/?action=add&url[...],1779880418,"May 27, 2026 11:13",104.209.146.49
https://yourls.pro/admin/index.php?action=add&url=https[...],1779880420,"May 27, 2026 11:13",20.172.5.214
https://yourls.pro/admin-ajax.php?action=add&url=https:[...],1779880423,"May 27, 2026 11:13",52.251.60.190
http://yourls.pro/admin/admin-ajax.php?action=add&url=h[...],1779880426,"May 27, 2026 11:13",20.97.127.56
https://example.org/zztry0.3107803525103039,1779880431,"May 27, 2026 11:13",20.9.2.17
https://yourls.pro/admin/admin-ajax.php?action=add&url=[...],1779880431,"May 27, 2026 11:13",4.255.202.176
https://yourls.pro/admin/admin-ajax.php/?action=add&url[...],1779880433,"May 27, 2026 11:13",20.57.157.118
https://yourls.pro/admin/index.php?action=add&url=https[...],1779880437,"May 27, 2026 11:13",172.212.190.152
https://yourls.pro/admin-ajax.php?action=add&url=https:[...],1779880439,"May 27, 2026 11:13",20.45.43.146
https://example.org/testfoo999991,1779880441,"May 27, 2026 11:14",20.225.57.100
http://yourls.pro/admin/admin-ajax.php?action=add&url=h[...],1779880443,"May 27, 2026 11:14",40.70.185.184
https://yourls.pro/admin/admin-ajax.php?action=add&url=[...],1779880447,"May 27, 2026 11:14",20.168.56.215
https://yourls.pro/admin/admin-ajax.php/?action=add&url[...],1779880449,"May 27, 2026 11:14",20.62.111.1
https://example.org/t0.6168286201387478,1779880451,"May 27, 2026 11:14",20.168.23.2
https://www.proxymule.com/__PROXY__/https/www.philsp.co[...],1779884838,"May 27, 2026 12:27",20.97.0.88
https://yourls.pro/admin/admin-ajax.php?action=add&url=[...],1779884840,"May 27, 2026 12:27",20.245.79.131
https://www.yourls.pro/admin/admin-ajax.php?action=add&[...],1779884845,"May 27, 2026 12:27",57.154.38.10
https://example.org/test0.982343638675816,1779884846,"May 27, 2026 12:27",40.78.184.30
https://yourls.pro/yourls-api.php?action=shorturl&forma[...],1779884846,"May 27, 2026 12:27",20.9.196.200
https://www.proxymule.com/__PROXY__/http/philsp.com/,1779884853,"May 27, 2026 12:27",130.131.38.139
https://example.org/qqabc555,1779884854,"May 27, 2026 12:27",20.171.80.220
https://www.yourls.shop/yourls-api.php?action=shorturl&[...],1779884859,"May 27, 2026 12:27",57.154.45.31
https://www.yourls.shop/admin/admin-ajax.php?action=add[...],1779884865,"May 27, 2026 12:27",20.69.156.188
https://yourls.website/yourls-api.php?action=shorturl&u[...],1779897180,"May 27, 2026 15:53",20.9.41.38
https://yourls.website/admin/./index.php?u=https://exam[...],1779897181,"May 27, 2026 15:53",4.255.213.82
https://yourls.website/yourls-api.php?action=shorturl&u[...],1779897181,"May 27, 2026 15:53",172.202.41.200
https://www.yourls.website//admin/index.php?url=https:/[...],1779897192,"May 27, 2026 15:53",20.88.54.4
https://www.yourls.website/?action=shorturl&url=https:/[...],1779897192,"May 27, 2026 15:53",20.165.181.238
https://www.yourls.website/admin/?url=https://example.o[...],1779897192,"May 27, 2026 15:53",52.162.235.90
https://www.yourls.website/admin/index.php?url=https://[...],1779897192,"May 27, 2026 15:53",20.245.98.98
https://vizhub.healthdata.org/lbd/api/v1/themes/anemia/[...],1779900167,"May 27, 2026 16:42",4.227.110.34
https://vizhub.healthdata.org:443/lbd/api/v1/themes/ane[...],1779900169,"May 27, 2026 16:42",20.225.138.223
https://viz.healthmetricsandevaluation.org/lbd/api/v1/t[...],1779900171,"May 27, 2026 16:42",20.65.250.212
https://yourls.pro//admin/index.php?u=https://yourls.pr[...],1779905332,"May 27, 2026 18:08",20.62.107.22
https://yourls.website/yourls-api.php?action=shorturl&u[...],1779905333,"May 27, 2026 18:08",57.154.45.31
https://yourls.shop//admin/index.php?u=https://md.succ.[...],1779905335,"May 27, 2026 18:08",57.154.46.197
https://yourls.pro/admin/index.php?u=https://yourls.pro[...],1779905338,"May 27, 2026 18:08",20.225.85.196
https://example.org/agapitest930,1779905342,"May 27, 2026 18:09",157.55.182.131
https://www.yourls.shop//admin/index.php?u=https://your[...],1779905345,"May 27, 2026 18:09",52.241.3.50
https://example.com/randomurl77411032418,1779905346,"May 27, 2026 18:09",128.203.184.190
https://yourls.pro//admin/index.php?u=https://yourls.pr[...],1779905351,"May 27, 2026 18:09",52.159.231.35
https://yourls.pro/yourls-api.php?action=shorturl&forma[...],1779907078,"May 27, 2026 18:37",20.69.42.145
